,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
6859,30,1744,1/13/17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
2986,0,1136,1/13/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37668.0
17592,64,1678,1/13/17,False,Approved,Giant Bicycles,Standard,high,small,1977.36,"US$ 1,759.85",36146.0
13525,17,1440,1/13/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34586.0
5917,23,2641,1/13/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,40670.0
3577,3,2454,1/14/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,33549.0
6607,28,2371,1/14/17,True,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",41701.0
14703,95,3443,1/14/17,False,Approved,Giant Bicycles,Standard,medium,large,569.56,US$ 528.43,37874.0
14106,39,3316,1/14/17,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,US$ 582.48,40336.0
17277,0,1869,1/14/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,37499.0
5020,43,3295,1/14/17,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,41533.0
12084,0,2521,1/14/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,35052.0
6406,52,594,1/14/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37220.0
1132,77,1658,1/14/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,35455.0
10226,29,520,1/14/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,33552.0
15888,19,1420,1/14/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
3468,100,905,1/14/17,False,Approved,Norco Bicycles,Road,medium,medium,1036.59,US$ 206.35,33364.0
10840,50,1815,1/14/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37823.0
6710,41,1667,1/14/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
9515,97,2425,1/14/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,34556.0
15507,51,2783,1/14/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",39915.0
6755,53,1289,1/14/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,39915.0
11444,38,3215,1/14/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,33259.0
11685,32,625,1/14/17,True,Approved,Giant Bicycles,Standard,high,medium,1179.0,US$ 707.40,36145.0
11910,53,3297,1/14/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
4390,75,2383,1/14/17,False,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38859.0
11898,49,1864,1/14/17,True,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,41064.0
3511,22,3068,1/14/17,True,Approved,WeareA2B,Standard,medium,medium,60.34,US$ 45.26,34165.0
6824,1,1060,1/14/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,33549.0
18976,35,405,1/14/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
5067,36,3282,1/14/17,True,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
2138,4,394,1/14/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,40410.0
2332,3,1138,1/14/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,40649.0
7931,80,149,1/14/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,33429.0
18942,52,799,1/14/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,37823.0
7970,42,103,1/14/17,False,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",34071.0
2713,34,2896,1/14/17,False,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,34527.0
3067,12,1148,1/14/17,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
7069,91,3171,1/14/17,False,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,38002.0
12401,50,642,1/14/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37668.0
7002,44,967,1/14/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,37220.0
5743,56,2968,1/14/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
4155,92,2918,1/14/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",34556.0
4632,38,3017,1/14/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
11282,34,2558,1/14/17,False,Approved,WeareA2B,Standard,medium,medium,1231.15,US$ 161.60,34586.0
6491,41,2398,1/14/17,True,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
14105,20,92,1/14/17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",41701.0
15068,43,32,1/14/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
13902,13,2664,1/14/17,False,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,42560.0
6672,13,2048,1/14/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
8841,0,1772,1/14/17,True,Approved,Norco Bicycles,Road,medium,medium,544.05,US$ 376.84,33879.0
8224,84,2826,1/14/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
10696,96,1054,1/15/17,True,Approved,WeareA2B,Road,low,small,1172.78,"US$ 1,043.77",42458.0
19964,6,721,1/15/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,37838.0
2739,51,2615,1/15/17,True,Approved,OHM Cycles,Standard,high,medium,2005.66,"US$ 1,203.40",33259.0
6249,52,3111,1/15/17,0,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,40779.0
10239,4,1668,1/15/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
10224,27,1358,1/15/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,34527.0
2961,77,348,1/15/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,33429.0
15833,43,3427,1/15/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,41848.0
1911,62,2286,1/15/17,True,Approved,Solex,Standard,high,medium,1024.66,US$ 614.80,35378.0
11154,82,3137,1/15/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,42226.0
5281,20,2439,1/15/17,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,"US$ 1,580.47",40303.0
14832,43,3286,1/15/17,True,Cancelled,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
1500,52,2457,1/15/17,False,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,42696.0
11622,47,464,1/15/17,False,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",35470.0
14906,38,1971,1/15/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,39427.0
10643,8,276,1/15/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
7607,66,484,1/15/17,False,Approved,Giant Bicycles,Road,low,small,590.26,US$ 525.33,40487.0
2668,66,167,1/15/17,True,Approved,Solex,Standard,medium,medium,1163.89,US$ 589.27,34586.0
10375,36,1803,1/15/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
15086,50,3210,1/15/17,False,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37668.0
19409,79,1771,1/15/17,False,Cancelled,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,42226.0
3025,16,2574,1/15/17,0,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",34586.0
14988,58,1991,1/15/17,True,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,42172.0
10727,0,2080,1/15/17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
4992,72,692,1/15/17,True,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,42710.0
1597,88,1935,1/15/17,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
19573,18,1735,1/15/17,0,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,41345.0
18623,89,1986,1/15/17,True,Approved,WeareA2B,Touring,medium,large,1362.99,US$ 57.74,34079.0
4964,76,1770,1/15/17,False,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
17536,0,2012,1/15/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,42458.0
13958,1,1583,1/15/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
8896,76,2436,1/15/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
2406,83,227,1/15/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,41533.0
8915,40,2911,1/15/17,True,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
708,41,2606,1/15/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
18543,0,1078,1/15/17,True,Approved,0,0,0,0,1476.88,0,0.0
4190,56,730,1/15/17,False,Approved,OHM Cycles,Standard,medium,medium,183.86,US$ 137.90,35707.0
17311,8,2435,1/15/17,False,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
4849,98,1806,1/15/17,False,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
16732,31,1030,1/15/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
9660,79,1559,1/15/17,True,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,42218.0
9079,50,2909,1/15/17,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
12506,47,1819,1/15/17,False,Approved,Trek Bicycles,Road,low,small,1720.7,"US$ 1,531.42",37220.0
9744,63,483,1/15/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,36146.0
728,52,1791,1/15/17,False,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,35707.0
13713,100,1183,1/15/17,True,Approved,Norco Bicycles,Road,medium,medium,1036.59,US$ 206.35,41922.0
12124,56,2093,1/15/17,True,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,34244.0
1254,80,529,1/15/17,False,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,38206.0
3754,18,1550,1/15/17,False,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,39880.0
2005,4,348,1/15/17,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,38573.0
11880,1,1680,1/15/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,41167.0
16879,0,1637,1/15/17,True,Approved,Trek Bicycles,Road,medium,medium,533.51,US$ 400.13,41064.0
4289,3,1503,1/15/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,34115.0
9405,5,1474,1/15/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,38258.0
12873,50,1090,1/15/17,False,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,37668.0
187,3,1597,1/15/17,True,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,41167.0
6300,22,1094,1/15/17,True,Approved,Solex,Standard,medium,medium,575.27,US$ 431.45,41345.0
19703,36,1261,1/15/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,35052.0
2217,36,220,1/15/17,False,Approved,Solex,Standard,low,medium,1289.85,US$ 74.51,39427.0
19878,52,1936,1/15/17,True,Approved,OHM Cycles,Road,medium,medium,1280.28,US$ 829.51,35470.0
8695,45,1098,1/15/17,True,Approved,Solex,Standard,medium,medium,441.49,US$ 84.99,41009.0
16117,1,1620,1/15/17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,38193.0
3672,10,3255,1/15/17,True,Approved,Solex,Standard,medium,medium,1945.43,US$ 333.18,37499.0
17950,76,1274,1/15/17,True,Approved,WeareA2B,Standard,low,medium,642.31,US$ 513.85,41922.0
2480,19,2479,1/15/17,True,Approved,OHM Cycles,Road,high,large,12.01,US$ 7.21,39880.0
14581,99,2925,1/15/17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
951,0,2972,1/15/17,False,Approved,Trek Bicycles,Road,medium,medium,290.62,US$ 215.14,38339.0
4220,27,1304,1/15/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,34527.0
13306,44,1231,1/15/17,True,Approved,WeareA2B,Standard,medium,medium,1769.64,US$ 108.76,40672.0
10893,21,918,1/16/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41701.0
16538,23,3455,1/16/17,False,Approved,Norco Bicycles,Mountain,low,small,688.63,US$ 612.88,36334.0
2183,15,2222,1/16/17,False,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,38693.0
19401,0,3265,1/16/17,False,Approved,OHM Cycles,Standard,medium,medium,235.63,US$ 125.07,38206.0
4502,36,68,1/16/17,True,Approved,Solex,Standard,low,medium,945.04,US$ 507.58,40784.0
840,45,955,1/16/17,True,Approved,Solex,Standard,medium,medium,441.49,US$ 84.99,37220.0
556,54,170,1/16/17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,42145.0
18434,33,2166,1/16/17,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,"US$ 1,167.18",33888.0
4810,99,2929,1/16/17,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
5231,38,3137,1/16/17,True,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
14752,65,707,1/16/17,True,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,38647.0
14506,0,963,1/16/17,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,US$ 270.30,38859.0
19172,10,799,1/16/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,35378.0
2554,62,2388,1/16/17,True,Approved,Solex,Standard,medium,medium,478.16,US$ 298.72,34143.0
14841,38,1802,1/16/17,False,Approved,Solex,Standard,medium,medium,1577.53,US$ 826.51,40618.0
14283,79,3411,1/16/17,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,US$ 818.01,37873.0
11949,24,2489,1/16/17,True,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
16924,32,499,1/16/17,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,US$ 211.37,37337.0
14982,88,1468,1/16/17,True,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
15057,26,886,1/16/17,True,Approved,WeareA2B,Standard,medium,medium,1992.93,US$ 762.63,34115.0
4948,84,906,1/16/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
3081,27,1092,1/16/17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,36334.0
17025,59,407,1/16/17,False,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
13707,69,2267,1/16/17,True,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
1245,53,1047,1/16/17,False,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
11110,95,2554,1/16/17,True,Approved,OHM Cycles,Touring,low,medium,1073.07,US$ 933.84,35455.0
18712,99,1937,1/16/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
13204,10,931,1/16/17,True,Approved,WeareA2B,Touring,medium,medium,1466.68,US$ 363.25,41345.0
19192,81,1633,1/16/17,False,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,41064.0
1481,57,2999,1/16/17,False,Approved,WeareA2B,Touring,medium,large,1890.39,US$ 260.14,40779.0
17166,4,1505,1/16/17,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,US$ 677.48,37698.0
1510,34,1205,1/16/17,True,Approved,Norco Bicycles,Road,high,large,774.53,US$ 464.72,37698.0
7295,35,696,1/16/17,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,US$ 154.40,39526.0
8824,5,2639,1/16/17,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,41701.0
17209,68,1890,1/16/17,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,40410.0
9939,50,2072,1/16/17,True,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,39915.0
7139,33,247,1/16/17,True,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",36498.0
6017,71,2850,1/16/17,False,Approved,Solex,Standard,high,large,1842.92,"US$ 1,105.75",38193.0
10583,31,2971,1/16/17,False,Approved,WeareA2B,Standard,medium,medium,752.64,US$ 205.36,36367.0
7919,31,1957,1/16/17,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,39031.0
9843,52,131,1/16/17,True,Approved,Solex,Road,medium,large,1777.8,US$ 820.78,40670.0
9181,85,2648,1/16/17,True,Approved,WeareA2B,Standard,medium,medium,752.64,US$ 205.36,42218.0
9734,69,2041,1/16/17,False,Approved,Giant Bicycles,Road,medium,medium,792.9,US$ 594.68,33879.0
1614,69,3447,1/16/17,True,Approved,Norco Bicycles,Road,medium,large,1240.31,US$ 795.10,40553.0
17862,96,1428,1/16/17,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,US$ 993.66,41434.0
1586,68,1778,1/16/17,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,US$ 44.71,42710.0
4231,97,354,1/17/17,True,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,42458.0
4233,40,3119,1/17/17,True,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
11269,30,3153,1/17/17,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,US$ 770.89,34556.0
9721,72,1044,1/17/17,False,Approved,OHM Cycles,Standard,medium,medium,912.52,US$ 141.40,42295.0
13521,67,1834,1/17/17,False,Approved,Solex,Standard,medium,large,1071.23,US$ 380.74,34165.0
13533,2,2985,1/17/17,False,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41245.0
8971,63,1675,1/17/17,False,Approved,Solex,Standard,medium,medium,1483.2,US$ 99.59,33879.0
10535,65,3311,1/17/17,False,Approved,WeareA2B,Standard,medium,medium,1807.45,US$ 778.69,42145.0
18794,95,2234,1/17/17,False,Approved,Giant Bicycles,Standard,medium,large,569.56,US$ 528.43,37874.0
12439,97,211,1/17/17,False,Approved,Solex,Standard,medium,large,202.62,US$ 151.96,33364.0
4118,27,3003,1/17/17,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,US$ 388.72,39031.0
7254,82,2592,1/17/17,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,35667.0
6137,0,3145,1/17/17,False,Approved,0,0,0,0,1281.6,0,0.0
14781,85,2005,1/17/17,True,Approved,WeareA2B,Standard,medium,medium,1228.07,US$ 400.91,36668.0
8744,19,349,1/17/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
8946,6,148,1/17/17,False,Approved,OHM Cycles,Standard,high,medium,227.88,US$ 136.73,33549.0
10430,5,2004,1/17/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,38216.0
16554,90,1291,1/17/17,True,Approved,Norco Bicycles,Standard,low,medium,363.01,US$ 290.41,38482.0
13210,16,2716,1/17/17,False,Approved,Norco Bicycles,Standard,high,small,1661.92,"US$ 1,479.11",34586.0
16676,88,2455,1/17/17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
2977,75,182,1/17/17,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,US$ 863.95,40553.0
18992,3,1887,1/17/17,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,US$ 388.92,38573.0
10442,74,2718,1/17/17,False,Approved,WeareA2B,Standard,medium,medium,1762.96,US$ 950.52,35470.0
11321,0,249,1/17/17,True,Approved,Trek Bicycles,Standard,high,medium,358.39,US$ 215.03,38002.0
16066,88,976,1/17/17,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,US$ 381.10,36145.0
19726,8,1955,1/17/17,True,Approved,Solex,Road,medium,small,1703.52,"US$ 1,516.13",40649.0
5332,93,1220,1/17/17,False,Approved,OHM Cycles,Standard,high,medium,1458.17,US$ 874.90,38750.0
18212,91,2982,1/17/17,True,Approved,Solex,Standard,medium,medium,100.35,US$ 75.26,37539.0
5517,41,2325,1/17/17,True,Approved,Norco Bicycles,Standard,low,medium,958.74,US$ 748.90,34244.0
7894,29,543,1/17/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,37698.0
18603,53,1110,1/17/17,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,US$ 764.96,35160.0
10,5,1986,1/17/17,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,US$ 459.71,40784.0
10065,29,908,1/17/17,False,Approved,Norco Bicycles,Road,medium,medium,543.39,US$ 407.54,33552.0
11993,0,1678,1/17/17,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,US$ 173.18,33888.0
15128,95,1068,1/17/17,False,Approved,Giant Bicycles,Standard,medium,large,569.56,US$ 528.43,38002.0
4431,92,1599,1/17/17,True,Approved,WeareA2B,Standard,medium,small,1415.01,"US$ 1,259.36",37626.0
17708,50,50,1/17/17,False,Approved,WeareA2B,Standard,medium,small,175.89,US$ 131.92,41009.0
9155,0,2349,1/17/17,False,Approved,Solex,Standard,medium,medium,71.49,US$ 53.62,41245.0
10064,35,1003,1/17/17,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
18571,1,1605,1/17/17,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,US$ 954.82,42688.0
12909,43,1831,1/17/17,True,Approved,Solex,Standard,medium,medium,1151.96,US$ 649.49,36498.0
6009,79,2219,1/17/17,False,Approved,Solex,Touring,medium,large,2083.94,US$ 675.03,38482.0
15856,78,1709,1/17/17,True,Approved,Giant Bicycles,Standard,medium,large,1765.3,US$ 709.48,38193.0
13428,93,1664,1/17/17,False,Approved,WeareA2B,Standard,medium,medium,1065.03,US$ 230.09,37539.0
5079,55,47,1/17/17,False,Approved,Trek Bicycles,Road,medium,large,1894.19,US$ 598.76,37823.0
15108,98,842,1/17/17,True,Approved,OHM Cycles,Standard,medium,medium,795.34,US$ 101.58,35470.0
18645,82,1353,1/17/17,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,US$ 689.18,35667.0
15122,85,3066,1/17/17,True,Approved,WeareA2B,Standard,medium,medium,752.64,US$ 205.36,38206.0
1394,42,681,1/17/17,True,Approved,OHM Cycles,Road,medium,small,1810.0,"US$ 1,610.90",37668.0
